"id","Tipo"," Asignatura","GRUPO","PE","SEMESTRE","Horas a la semana","Modalidad","Créditos","MODELO","NOMBRE(S)","APELLIDOS","Grupo Responsable","LIC MEFI","LCC MEFI","LIS MEFI","LA MEFI","LEM MEFI","LM cupo","CUPO MAX","Lunes","Aula1","Martes","Aula2","Miércoles","Aula3","Jueves","Aula4","Viernes","Aula5","","","","",""
"215-LM2","Obligatoria","Programación","","M(2024)","2","5","Regular/Recursamiento","7","MEFI","Naomi Alexandra ","Martínez Ku","Ingeniería de Software/Tecn.para la Formación en IS","","","","","","40","40","","","07:30 - 09:00","CC1","07:30 - 09:30","CC1","","","07:30 - 09:00","CC1","","","","",""
"216-LEM4","Obligatoria","Programación Específica","","E(2013)","4","4","Regular","7","MEFI","Roberto ","Balcázar Araiza","Ingeniería de Software/Tecn.para la Formación en IS","","","","","25","","25","","","","","","","07:30 - 09:30","CC8","07:30 - 09:30","CC8","","","","",""
"217-LCC2","Obligatoria","Programación Estructurada","1","CC(2016)","2","4","Regular","7","MEFI","Emilio Gabriel","Rejón Herrera","Ingeniería de Software/Tecn.para la Formación en IS","","35","","","","","35","07:30 - 09:30","CC4","","","","","","","07:30 - 09:30","CC4","","","","",""
"218-LIS2-G1","Obligatoria","Programación Estructurada","2","IS(2016)","2","4","Regular","7","MEFI","María Enriqueta","Castellanos Bolaños","Ingeniería de Software/Tecn.para la Formación en IS","","","35","","","","35","09:30 - 11:30","CC8","","","","","","","09:30 - 11:30","CC1","","","","",""
"218-LIS2-G4","Obligatoria","Programación Estructurada","5","IS(2016)","2","4","Regular","7","MEFI","Julio César","Díaz Mendoza","Ingeniería de Software/Tecn.para la Formación en IS","","","35","","","","35","09:30 - 11:30","CC1","","","","","","","09:30 - 11:30","CC4","","","","",""
"218-LIS2-G2","Obligatoria","Programación Estructurada","3","IS(2016)","2","4","Regular","7","MEFI","Emilio Gabriel","Rejón Herrera","Ingeniería de Software/Tecn.para la Formación en IS","","","35","","","","35","09:30 - 11:30","CC3","","","","","","","09:30 - 11:30","CC3","","","","",""
"218-LIS2-G3","Obligatoria","Programación Estructurada","4","IS(2016)","2","4","Regular","7","MEFI","Juan Pablo","Ucán Pech","Ingeniería de Software/Tecn.para la Formación en IS","","","35","","","","35","09:30 - 11:30","CC4","","","","","","","09:30 - 11:30","CC8","","","","",""
"222-LCC4","Obligatoria","Programación Orientada a Objetos","","CC(2016)","4","4.5","Regular","8","MEFI","Alejandro","Pasos Ruíz","Ingeniería de Software/Tecn.para la Formación en IS","","30","","","","","30","","","","","08:00 - 09:30","CC4","09:00 - 10:30","CC3","07:30 - 09:00","CC3","","","","",""
"223-LIS3-Acompañamiento","Obligatoria","Programación Orientada a Objetos","","IS(2016)","3","2.5","Acompañamiento","8","MEFI","Juan Pablo","Ucán Pech","Ingeniería de Software/Tecn.para la Formación en IS","","","15","","","","15","15:30 - 18:00","CC2","","","","","","","","","","","","",""
"224-LIS6-G1","Obligatoria","Requisitos de Software","1","IS(2016)","6","4.5","Regular","7","MEFI","Raúl Antonio","Aguilar Vera","Ingeniería de Software/Tecn.para la Formación en IS","","","38","","","","38","","","","","17:00 - 18:30","D2","17:00 - 18:30","H1","17:30 - 19:00","C10","","","","",""
"224-LIS6-G2","Obligatoria","Requisitos de Software","2","IS(2016)","6","4.5","Regular","7","MEFI","Carlos Benito","Mojica Ruíz","Ingeniería de Software/Tecn.para la Formación en IS","","","38","","","","38","","","","","17:00 - 18:30","H4","17:30 - 19:00","D4","17:00 - 18:30","H8","","","","",""
"226-","Obligatoria","Servicio Social","","IS(2016)","8","1.5","Regular","12","MEFI","Luis Ramiro","Basto Díaz","Coord. LIS","","","45","","","","45","","","","","","","13:30 - 15:00","Cubículo","","","","","","",""
"227-LIS7-Acompañamiento","Obligatoria","Verificación y Validación de Software","","IS(2016)","7","2","Acompañamiento","6","MEFI","René Humberto","Moreno Acevedo","Ingeniería de Software/Tecn.para la Formación en IS","","","10","","","","10","","","","","15:00 - 17:00","CC6","","","","","","","","",""
"228-LCC6-G4+LCC8-G4+LIS6-G4+LIS8-G4","Optativa","Optimización de Aplicaciones Web","","CC(2016)-IS(2016)","6","4","Regular","9","MEFI","Víctor Hugo","Menéndez Domínguez","Ingeniería de Software/Tecn.para la Formación en IS","","5","20","","","","25","13:30 - 15:30","CC4","","","13:00 - 15:00","CC4","","","","","","","","",""
"229-LCC6-G5+LCC8-G5+LIS6-G5+LIS8-G5","Optativa","Reconocimiento de la Actividad Humana Basada en la Fusión de Datos con Python","","CC(2016)-IS(2016)","5,6","4","Regular","9","MEFI","Antonio Armando","Aguileta Güemez","Ingeniería de Software/Tecn.para la Formación en IS","","5","15","","","","20","13:30 - 15:30","CC7","","","18:30 - 20:30","CC2","","","","","","","","",""
"230-LCC6-G8+LCC8-G8+LIS6-G8+LIS8-G8","Optativa","Sistemas de recomendación de información","","CC(2016)-IS(2016)","6","4","Regular","9","MEFI","Víctor Hugo","Menéndez Domínguez","Ingeniería de Software/Tecn.para la Formación en IS","","5","20","","","","25","","","17:00 - 19:00","CC4","15:00 - 17:00","CC4","","","","","","","","",""
"234-LCC2","Obligatoria","Cultura Maya","1","CC(2016)","2","3","Regular","6","MEFI","","Virtual autogestiva","Institucional","","30","","","","","30","","Asíncrona","","","","","","","","","","","","",""
"234-LA2","Obligatoria","Cultura Maya","2","A(2014)","2","3","Regular","6","MEFI","","Virtual autogestiva","Institucional","","","","134","","","134","","Asíncrona","","","","","","","","","","","","",""
"234-LIC2","Obligatoria","Cultura Maya","3","IC(2013)","2","3","Regular","6","MEFI","","Virtual autogestiva","Institucional","50","","","","","","50","","Asíncrona","","","","","","","","","","","","",""
"234-LEM2","Obligatoria","Cultura Maya","4","E(2013)","2","3","Regular","6","MEFI","","Virtual autogestiva","Institucional","","","","","35","","35","","Asíncrona","","","","","","","","","","","","",""
"238-LIS2","Obligatoria","Cultura Maya","5","IS(2016)","2","3","Regular","6","MEFI","","Virtual autogestiva","Institucional","","","150","","","","150","","Asíncrona","","","","","","","","","","","","",""
"239-LM2","Obligatoria","Cultura Maya","","M(2024)","2","2","Regular/Recursamiento","4","MEFI","","Virtual autogestiva","Institucional","","","","","","40","40","","Asíncrona","","","","","","","","","","","","",""
"240-LIS6-G1+LIS6-G2+LIS6-G3+LIS6-G4+LCC6-G1+LCC6-G2+LCC6-G3+LCC6-G4+LIC8-G1+LIC8-G2+LIC8-G3","Obligatoria","Desarrollo de Emprendedores/Taller de Emprendedores","1","E(2013)-IC(2013)-IS(2016)-CC(2016)","8,9,6,6","3","Regular","6","MEFI","René Humberto","Moreno Acevedo","Institucional","4","5","20","","13","","42","15:30 - 17:00","H3","","","","","","","15:00 - 16:30","H7","","","","",""
"240-LEM8+LCC6-G5+LCC6-G6+LCC6-G7+LCC6-G8+LIS6-G5+LIS6-G6+LIS6-G7+LIS6-G8+LIC8-G4+LIC8-G5+LIC8-G6","Obligatoria","Desarrollo de Emprendedores/Taller de Emprendedores","2","E(2013)-IC(2013)-IS(2016)-CC(2016)","8,9,6,6","3","Regular","6","MEFI","René Humberto","Moreno Acevedo","Institucional","4","5","20","","13","","42","17:00 - 18:30","D1","","","","","17:00 - 18:30","C10","","","","","","",""
"242-LA1+LCC1+LEM1+LIC1+LIS1++Acompañamiento","Obligatoria","Responsabilidad Social Universitaria","","MEFI","1","1.5","Acompañamiento","6","MEFI","","Virtual autogestiva","Institucional","5","3","","","","","20","","Asíncrona","","","","","","","","","","","","",""
"244-LIC8","Obligatoria","Control Digital","","IC(2013)","8","4.5","Regular","8","MEFI","Arturo","Espinosa Romero","Modelado y Simulación Computacional de Sistemas Físicos","20","","","","","","20","12:30 - 14:00","CC5","","","","","15:00 - 16:30","CC5","12:00 - 13:30","Laboratorio de electrónica","","","","",""
"245-LIC1-Acompañamiento","Obligatoria","Desarrollo de Prototipos","","IC(2013)","1","3","Acompañamiento","8","MEFI","Anabel","Martín González","Modelado y Simulación Computacional de Sistemas Físicos","15","","","","","","15","","","","","15:30 - 17:00","Laboratorio de robótica","13:30 - 15:00","Laboratorio de robótica","","","","","","",""
"246-LCC3-Acompañamiento+LIC3-Acompañamiento","Obligatoria","Estructuras de Datos","","CC(2016)-IC(2013)","3","2.5","Acompañamiento","8","MEFI","Arturo","Espinosa Romero","Modelado y Simulación Computacional de Sistemas Físicos","10","5","","","","","20","14:00 - 16:30","C2","","","","","","","","","","","","",""
"248-LIC8","Obligatoria","Sistemas de Comunicación","","IC(2013)","8","3","Regular","8","MEFI","Francisco ","Heredia López","Modelado y Simulación Computacional de Sistemas Físicos","20","","","","","","20","","","12:30 - 14:00 
15:00 - 16:30","Laboratorio de electrónica
Laboratorio de robótica","","","","","17:00 - 18:30","Laboratorio de electrónica","","","","",""
"249-LIC5-Acompañamiento","Obligatoria","Sistemas Digitales I","","IC(2013)","5","2.5","Acompañamiento","8","MEFI","Irwing Aarón","Cifuentes González","Modelado y Simulación Computacional de Sistemas Físicos","10","","","","","","10","09:30 - 12:00","Laboratorio de electrónica","","","","","","","","","","","","",""
"250-LCC4-G2+LIC4-G2","Optativa","Introducción a la programación con Julia","","CC(2016)-IS(2016)-IC(2013)","4,6,4","4","Regular","8","MEFI","Ricardo","Legarda Sáenz","Modelado y Simulación Computacional de Sistemas Físicos","10","10","15","","","","35","","","09:00 - 11:00","CC4","","","","","12:00 - 14:00","CC4","","","","",""
"252-LCC1-Acompañamiento+LIS1-Acompañamiento","Obligatoria","Algoritmia","","CC(2016)-IS(2016)","1","2.5","Acompañamiento","7","MEFI","Francisco José","Moo Mena","Tecnologías Emergentes en Computación","","10","10","","","","20","","","","","14:30 - 17:00","CC2","","","","","","","","",""
"253-LCC4","Obligatoria","Análisis de Algoritmos","","CC(2016)","4","4","Regular","6","MEFI","Francisco Alejandro","Madera Ramírez","Tecnologías Emergentes en Computación","","40","","","","","40","09:00 - 11:00","C8","","","","","","","10:00 - 12:00","C1","","","","",""
"254-LCC6","Obligatoria","Compiladores","","CC(2016)","6","4.5","Regular","7","MEFI","Francisco Alejandro","Madera Ramírez","Tecnologías Emergentes en Computación","","30","","","","","30","","","13:30 - 15:00","CC4","17:00 - 18:30","CC3","13:30 - 15:00","CC1","","","","","","",""
"255-LCC8","Obligatoria","Cómputo Científico","","CC(2016)","8","4.5","Regular","7","MEFI","Ricardo","Legarda Sáenz","Tecnologías Emergentes en Computación","","20","","","","","20","12:00 - 13:30","CC2","","","","","12:30 - 14:00","CC2","17:00 - 18:30","CC4","","","","",""
"256-LIS4-G3","Obligatoria","Estructuras de Datos","3","IS(2016)","4","4.5","Regular","8","MEFI","Jorge Ricardo","Gómez Montalvo","Tecnologías Emergentes en Computación","","","38","","","","38","13:00 - 14:30","CC3","09:30 - 11:00","CC3","07:30 - 09:00","CC3","","","","","","","","",""
"256-LIS4-G1","Obligatoria","Estructuras de Datos","1","IS(2016)","4","4.5","Regular","8","MEFI","Jorge Carlos","Reyes Magaña","Tecnologías Emergentes en Computación","","","38","","","","38","08:00 - 09:30","CC8","07:30 - 09:00","CC8","","","10:00 - 11:30","CC8","","","","","","",""
"256-LIS4-G2","Obligatoria","Estructuras de Datos","2","IS(2016)","4","4.5","Regular","8","MEFI","Jorge Carlos","Reyes Magaña","Tecnologías Emergentes en Computación","","","38","","","","38","13:00 - 14:30","CC8","09:30 - 11:00","CC8","07:30 - 09:00","CC8","","","","","","","","",""
"259-LCC9-Acompañamiento+LIC5-Acompañamiento","Obligatoria","Inteligencia Artificial","","IC(2013)-CC(2016)","5,9","2.5","Acompañamiento","8","MEFI","Anabel","Martín González","Tecnologías Emergentes en Computación","5","5","","","","","34","","","11:00 - 13:30","CC8","","","","","","","","","","",""
"260-LIC2-G2","Obligatoria","Matemáticas Discretas","2","IC(2013)","2","4.5","Regular","8","MEFI","Martín Leonel","Chi Pérez","Tecnologías Emergentes en Computación","30","","","","","","30","10:30 - 12:00","H2","11:30 - 13:00","D2","","","12:00 - 13:30","C8","","","","","","",""
"260-LIC2-G1","Obligatoria","Matemáticas Discretas","1","IC(2013)","2","4.5","Regular","8","MEFI","Jorge Carlos","Reyes Magaña","Tecnologías Emergentes en Computación","30","","","","","","30","10:30 - 12:00","C3","11:30 - 13:00","D4","","","12:00 - 13:30","C2","","","","","","",""
"261-LCC2","Obligatoria","Matemáticas Discretas","1","CC(2016)","2","4.5","Regular","7","MEFI","Jorge Alberto ","Ríos Martínez","Tecnologías Emergentes en Computación","","35","","","","","35","","","10:30 - 12:00","C9","09:30 - 11:00","D3","09:00 - 10:30","C2","","","","","","",""
"262-LIS2-G3","Obligatoria","Matemáticas Discretas","4","IS(2016)","2","4.5","Regular","7","MEFI","Daniel Fernando","Baas Colonia","Tecnologías Emergentes en Computación","","","45","","","","45","","","09:00 - 10:30","H4","07:30 - 09:00","H2","10:30 - 12:00","D1","","","","","","",""
"262-LIS2-G1","Obligatoria","Matemáticas Discretas","2","IS(2016)","2","4.5","Regular","7","MEFI","Luis Fernando ","Curi Quintal","Tecnologías Emergentes en Computación","","","45","","","","45","","","09:00 - 10:30","D4","07:30 - 09:00","D1","10:30 - 12:00","H7","","","","","","",""
"262-LIS2-G2","Obligatoria","Matemáticas Discretas","3","IS(2016)","2","4.5","Regular","7","MEFI","Joel","Trejo Sánchez","Tecnologías Emergentes en Computación","","","45","","","","","","","09:00 - 10:30","C2","07:30 - 09:00","C2","10:30 - 12:00","D4","","","","","","",""
"266-","Obligatoria","Prácticas Profesionales","","CC(2016)","8","1.5","Regular","8","MEFI","Jorge Alberto ","Ríos Martínez","Tecnologías Emergentes en Computación","","12","","","","","12","","","","","11:00 - 12:30","Cubículo","","","","","","","","",""
"267-LCC8","Obligatoria","Redes de Computadoras","","CC(2016)","8","4.5","Regular","7","MEFI","Enrique ","Ayala Franco","Tecnologías Emergentes en Computación","","15","","","","","15","","","14:30 - 16:00","Laboratorio de redes","","","16:00 - 17:30","Laboratorio de redes","13:00 - 14:30","Laboratorio de redes","","","","",""
"268-LIC7-Acompañamiento","Obligatoria","Redes de Computadoras ","","IC(2013)","7","2.5","Acompañamiento","8","MEFI","Jorge Ricardo","Gómez Montalvo","Tecnologías Emergentes en Computación","10","","","","","","10","","","","","","","10:30 - 13:00","Laboratorio de redes","","","","","","",""
"270-","Obligatoria","Servicio Social","","CC(2016)","8","1.5","Regular","12","MEFI","Jorge Alberto ","Ríos Martínez","Tecnologías Emergentes en Computación","","20","","","","","20","","","","","","","13:30 - 15:00","Cubículo","","","","","","",""
"271-LCC8-G2+LIS8-G2","Obligatoria","Sistemas Distribuidos","2","IS(2016)-CC(2016)","8","4.5","Regular","7","MEFI","Enrique ","Ayala Franco","Tecnologías Emergentes en Computación","","6","25","","","","31","15:30 - 17:00","CC3","","","","","14:30 - 16:00","CC8","15:00 - 16:30","CC8","","","","",""
"271-LCC8-G1+LIS8-G1","Obligatoria","Sistemas Distribuidos","1","IS(2016)-CC(2016)","8","4.5","Regular","7","MEFI","Luis Fernando ","Curi Quintal","Tecnologías Emergentes en Computación","","6","26","","","","32","15:30 - 17:00","CC4","","","","","14:30 - 16:00","CC4","15:00 - 16:30","CC3","","","","",""
"271-LCC8-G3+LIS8-G3","Obligatoria","Sistemas Distribuidos","3","IS(2016)-CC(2016)","8","4.5","Regular","7","MEFI","Francisco José","Moo Mena","Tecnologías Emergentes en Computación","","6","25","","","","31","15:30 - 17:00","CC1","","","","","14:30 - 16:00","CC3","15:00 - 16:30","CC1","","","","",""
"274-LIS4-G1","Obligatoria","Sistemas Operativos","1","IS(2016)","4","4.5","Regular","7","MEFI","Martín Leonel","Chi Pérez","Tecnologías Emergentes en Computación","","","46","","","","46","","","13:00 - 14:30","D2","13:00 - 14:30","H4","","","12:00 - 13:30","H3","","","","",""
"274-LIS4-G2+LIS4-G3","Obligatoria","Sistemas Operativos","2","IS(2016)","4","4.5","Regular","7","MEFI","Jorge Ricardo","Gómez Montalvo","Tecnologías Emergentes en Computación","","","46","","","","46","","","11:00 - 12:30","H4","13:00 - 14:30","D2","","","11:30 - 13:00","H1","","","","",""
"277-LCC6","Obligatoria","Sistemas Operativos","","CC(2016)","6","3","Regular","7","MEFI","Francisco José","Moo Mena","Tecnologías Emergentes en Computación","","30","","","","","30","","","","","","","12:00 - 13:30","CC1","12:00 - 13:30
13:30 - 15:00","CC8
H6","","","","",""
"278-LIC8","Obligatoria","Sistemas Operativos","","IC(2013)","8","4.5","Regular","8","MEFI","Martín Leonel","Chi Pérez","Tecnologías Emergentes en Computación","22","","","","","","22","","","","","17:30 - 19:00","CC5","13:30 - 15:00","CC6","13:30 - 15:00","CC5","","","","",""
"279-LCC3-Acompañamiento+LIS3-Acompañamiento","Obligatoria","Teoría de la Computación","","CC(2016)-IS(2016)-IC(2013)","3","2.5","Acompañamiento","8","MEFI","Francisco Alejandro","Madera Ramírez","Tecnologías Emergentes en Computación","10","5","10","","","","25","","","","","","","","","13:30 - 16:00","C3","","","","",""
"280-LIS4-G1","Obligatoria","Teoría de Lenguajes de Programación","1","IS(2016)","4","4","Regular","6","MEFI","Luis Fernando ","Curi Quintal","Tecnologías Emergentes en Computación","","","46","","","","46","09:30 - 11:30","H1","","","","","","","09:00 - 11:00","C10","","","","",""
"280-LIS4-G2+LIS4-G3","Obligatoria","Teoría de Lenguajes de Programación","2","IS(2016)","4","4","Regular","6","MEFI","Alejandro","Pasos Ruíz","Tecnologías Emergentes en Computación","","","46","","","","46","09:30 - 11:30","H4","","","","","","","09:00 - 11:00","H3","","","","",""
"282-LCC6-G7+LCC8-G7+LIS6-G7+LIS8-G7+LIC6-G5+LIC8-G5","Optativa","Fundamentos de Ciberseguridad","","CC(2016)-IS(2016)-IC(2013)","6","4.5","Regular","8","MEFI","Enrique ","Ayala Franco","Tecnologías Emergentes en Computación","7","12","6","","","","25","","","17:00 - 18:30","Laboratorio de redes","15:00 - 16:30","Laboratorio de redes","","","19:00 - 20:30","Laboratorio de redes","","","","",""
"283-LCC8-G1+LIS8-G1","Optativa","Introducción a la Ingeniería de Datos","","CC(2016)-IS(2016)","7","4","Regular","8","MEFI","Luis Ramiro/Jorge Carlos/Luis Fernando"," Basto Díaz/Reyes Magaña/Curi Quintal","Coordinación de LIS","","16","16","","","","32","","","","","17:00 - 19:00","CC4","18:00 - 20:00","CC4","","","","","","",""
"284-LIS6","Optativa","Introducción a la Programación Orientada a Objetos con Python","","IS(2016)","6","0","Regular","5","MEFI","Luis Ramiro ","Basto Díaz","Tecnologías Emergentes en Computación","","","40","","","","40","","Asíncronica","","","","","","","","","","","","",""
"286-LCC4-G3","Optativa","Modelado y Animación 3D","","CC(2016)-IS(2016)","4,6","4.5","Regular","8","MEFI","Francisco Alejandro ","Madera Ramírez","Tecnologías Emergentes en Computación","","10","10","","","","20","","","10:00 - 11:30","CC7","","","10:30 - 12:00","CC7","12:00 - 13:30","CC7","","","","",""
"287-LCC6-G7+LIS6-G7+LIC6-G5+LCC8-G7+LIS8-G7+LIC8-G5","Optativa","Programación de Robots Móviles","","CC(2016)-IS(2016)-IC(2013)","6","4.5","Regular","8","MEFI","Jorge Alberto ","Ríos Martínez","Tecnologías Emergentes en Computación","6","6","6","","","","18","14:00 - 15:30","CC2","18:30 - 20:00","CC2","13:00 - 14:30","CC2","","","","","","","","",""
"288-LCC6-G7+LCC8-G7+LIS6-G7+LIS8-G7+LIC6-G5+LIC8-G5","Optativa","CCNA Fundamentos de enrutadores y conmutadores","","CC(2016)-IS(2016)-IC(2013)","6","4.5","Regular","9","MEFI","Sergio Antonio","Cervera Loeza","Coord. LCC","7","7","7","","","","21","19:00 - 20:30","Laboratorio de redes","","","19:00 - 20:30","Laboratorio de redes","19:00 - 20:30","Laboratorio de redes","","","","","","",""
"400-MME1","Obligatoria","Técnicas de muestro","","MME","2","4","Ordinario","","MEFI","Ernesto Antonio","Guerrero Lara","","","","","","","","12","","","17:00 - 19:00","C5","","","17:00 - 19:00","C5","","","","","","",""
"401-MME1","Obligatoria","Regresión lineal","","MME","2","4","Ordinario","","MEFI","Jorge Armando  ","Argáez Sosa","","","","","","","","12","17:00 - 19:00","C5","19:00 - 21:00","C5","","","","","","","","","","",""
"402-MME1","Optativa","Estadística no Paramétrica y Datos Categóricos","","MME","2","3","Ordinario","","MEFI","Salvador","Medina Peralta","","","","","","","","12","19:00 - 21:00","C5","","","","","19:00 - 21:00","C5","","","","","","",""
"403-Prope1","Prope","Matemáticas","","MME","","4","","","","Salvador","Díaz Serrano","","","","","","","","","","","19:00 - 21:00","V. Síncrona","19:00 - 21:00","V. Síncrona","","","19:00 - 21:00","V. Síncrona","","","","",""
"404-Prope1","Prope","Probabilidad y Estadística","","MME","","4","","","","María Dolores","Matus Basto","","","","","","","","","","","17:30 - 19:00","V. Síncrona","17:30 - 19:00","V. Síncrona","","","17:30 - 19:00","V. Síncrona","","","","",""
"405-MCM4","Optativa","Cuantificación de la Incertidumbre","","MCM","4","4","Regular","","MEFI","Eric José","Ávila Vales","","","","","","","","12","09:30 - 11:30","C5","","","","","09:00 - 11:00","C7","","","","","","",""
"406-MCM4","Optativa","Introducción al Cálculo Estocástico","","MCM","4","4","Regular","","MEFI","Henry ","Pantí Trejo","","","","","","","","12","","","","","08:30 - 10:30","C5","","","10:00 - 12:00","C5","","","","",""
"407-MCM4","Optativa","Geometría Hiperbólica Compleja","","MCM","4","4","Regular","","MEFI","Juan Pablo","Navarrete Carrillo","","","","","","","","12","","","07:30 - 09:30","C5","","","","","08:00 - 10:00","C5","","","","",""
"408-MCM4","Optativa","Teoría Geométrica de Grupos","","MCM","4","4","Regular","","MEFI","Waldemar","Barrera Vargas","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"409-MCM4","Optativa","Campos de Funciones Globales","","MCM","4","4","Regular","","MEFI","Javier ","Díaz Vargas","","","","","","","","","","","11:30 - 13:30","F3","","","11:00 - 13:00","C7","","","","","","",""
"410-MCM4","Optativa","Teoría de Anillos","","MCM","4","4","Regular","","MEFI","Efrén","Pérez Terrazas","","","","","","","","12","11:30 - 13:30","C5","09:30 - 11:30","C5","","","","","","","","","","",""
"411-MCM2","Optativa","Representaciones de Grupos","","MCM","2","4","","","","Efrén","Pérez Terrazas","","","","","","","","12","","","","","","","10:00 - 12:00","C5","13:00 - 15:00","C5","","","","",""
"412-MCM2","Optativa","Curvas Elípticas","","MCM","2","4","","","","Víctor","Bautista Ancona","","","","","","","","12","","","12:00 - 14:00","C5","","","12:00 - 14:00","C5","","","","","","",""
"413-MCM2","Optativa","Criptografía Computacional","","MCM","2","4","","","","Carlos","Brito Loeza","","","","","","","","12","07:30 - 09:30","C5","","","","","07:30 - 09:30","C5","","","","","","",""
"414-MCM2","Optativa","Teoría de Galois","","MCM","2","4","","","","José Alejandro","Lara Rodríguez","","","","","","","","12","15:00 - 17:00","C5","","","","","","","15:00 - 17:00","C5","","","","",""
"415-EE+MCM2+MCC+MME+MCS+DCM","Obligatoria","Seminario de Tesis I (Evelyn Alicia Ara Heredia)","","MCM","2","4","","","","Brito Loeza Carlos Francisco","Bautista Ancona Víctor Manuel","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"416-EE+MCM2+MCC+MME+MCS+DCM","Obligatoria","Seminario de Tesis I (Victor Daniel King Sánchez)","","MCM","2","4","","","","Jesús Efrén","Pérez Terrazas","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"417-EE+MCM2+MCC+MME+MCS+DCM","Obligatoria","Seminario de Tesis I (Alfonso Abraham Ávila Palma)","","MCM","2","4","","","","José Alejandro","Lara Rodríguez","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"418-EE+MCM2+MCC+MME+MCS+DCM","Obligatoria","Seminario de Tesis I  (Haverth Jesús Zapata Ruiz)","","MCM","2","","","","","Navarrete Carrillo Juan Pablo","Barrera Vargas Waldemar del Jesús","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"419-EE+MCM3+MCC+MME+MCS+DCM","Obligatoria","Seminario de Tesis III (Elías Canche Estrella)","","MCM","3","4","Regular","","MEFI","Henry","Pantí Trejo","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"420-MCM2","Obligatoria","Seminario de Tesis III (Salvador Díaz Serrano)","","MCM","4","4","Regular","","MEFI","Argáez Sosa Jorge Armando","Medina Peralta Salvador","","","","","","","","12","","","09:30 - 11:30","F3","13:00 - 15:00","C5","","","","","","","","",""
"421-EE+MCM3+MCC+MME+MCS+DCM","Obligatoria","Seminario de Tesis III (Juan Escamilla Flores)","","MCM","3","4","Regular","","MEFI","Javier Arturo Díaz Vargas","Lara Rodríguez José Alejandro","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"422-EE+MCM3+MCC+MME+MCS+DCM","Obligatoria","Seminario de Tesis III (José Muñoz Cetina)","","MCM","3","4","Regular","","MEFI","Eric José","Ávila Vales","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"423-EE+MCM+MCC+MME+MCS+DCM","Optativa","Tópicos de informática educativa (Sebastian Meléndez Zorrilla)","","MCC","","4","","","","Raúl Antonio ","Aguilar Vera","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"424-EE+MCM+MCC+MME+MCS+DCM","Optativa","Ingeniería de software (Sebastian Meléndez Zorrilla)","","MCC","","4","","","","Julio César ","Díaz Mendoza","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"425-MCC2","Optativa","Desarrollo Web con Frameworks (Sebastian Meléndez Zorrilla)","","MCC","","4","","","","Juan Pablo","Ucán Pech","","","","","","","","12","","","13:30 - 15:30","CC2","","","","","15:00 - 17:00","CC2","","","","",""
"426-EE+MCM+MCC+MME+MCS+DCM","Optativa","Experimentación Científica en Ingeniería de Software(Leonardo  Espinoza Arévalo)","","MCC","","4","","","","Raúl Antonio","Aguilar Vera","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"427-EE+MCM+MCC+MME+MCS+DCM","Optativa","Procesamiento de Señales (Williams)","","MCC","","4","","","","Murrieta Hernández Gabriel","Aguileta Güemez Antonio Armando","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"428-MCC2","Optativa","Redes Neuronales Convolucionales","","MCC","","4","","","","Anabel","Martín González","","","","","","","","12","","","","","","","08:30 - 10:30","CC6","08:30 - 10:30","CC6","","","","",""
"429-MCC2","Optativa","Visión Computacional","","MCC","","4","","","","Arturo","Espinosa Romero","","","","","","","","12","08:30 - 10:30","CC5","07:30 - 09:30","CC5","","","","","","","","","","",""
"430-EE+MCM+MCC+MME+MCS+DCM","Obligatoria","Seminario de Investigación II (Amado Ignacio García Albert)","","MCC","","2","","","","Arturo","Espinosa Romero","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"431-EE+MCM+MCC+MME+MCS+DCM","Obligatoria","Seminario de Investigación II (Manuel Isaac González Chi)","","MCC","","2","","","","Uc Cetina Víctor Emanuel","Ríos Martínez Jorge Alberto","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"432-EE+MCM+MCC+MME+MCS+DCM","Obligatoria","Seminario de Investigación II (Hector Arturo Hernández Escalante)","","MCC","","2","","","","Victor Emanuel","Uc Cetina","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"433-EE+MCM+MCC+MME+MCS+DCM","Obligatoria","Seminario de Investigación II (William Felipe Cetina Pech)","","MCC","","2","","","","Antonio Armando","Aguileta Güemez","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"434-EE+MCM+MCC+MME+MCS+DCM","Obligatoria","Seminario de Investigación II (Sebastian Meléndez Zorrilla)","","MCC","","2","","","","Aguilar Vera Raúl Antonio","Ucán Pech Juan Pablo","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
